sentence,label
"hopefully PersonY will never need PeopleX again and PersonY will highly recommend PeopleX to anyone share significant difference regarding some property. hopefully PersonY will never need PeopleX again and PeopleX will be PersonY first phone call share significant difference regarding some property. hopefully PersonY will never need PeopleX again and PersonY be in good hand share significant difference regarding some property. When PersonY will highly recommend PeopleX to anyone happens, PeopleX will be PersonY first phone call can happen.",1
"kung zi be smart is an alternative situation to PersonX would not see PersonY again. kung zi be smart is an alternative situation to PersonY would not see PersonX again. When PersonY can help PeopleX happens, PersonX would not see PersonY again can happen. PersonX would not see PersonY again happens before PersonY be mine all mine.",0
lacombe manage to survive a vicious attack and PersonX have the bad luck share significant difference regarding some property. lacombe manage to survive a vicious attack and PersonY have the bad luck share significant difference regarding some property.,1
lewinsky job prospects macandrews forbes revlon be kaput happens before vernon jordan make the call. lewinsky job prospects macandrews forbes revlon be kaput happens before vernon jordan resurrect PersonX chance. lewinsky job prospects macandrews forbes revlon be kaput happens before vernon jordan resurrect PersonY chance.,1
"maybe PeopleX should not go in way happens because PersonX have to be back. maybe PeopleX should not go in way happens because PersonY have to be back. PersonY have to be back happens before lunch be over. When PersonX be in town happens, PersonX have to be back can happen. PersonX have to be back happens before lunch be over. PersonX have to be back result in PersonY wan na go.",1
maybe PeopleX will not be rich and PeopleX will have something share significant difference regarding some property. maybe PeopleX will not be rich and PeopleX will have a better life share significant difference regarding some property. PeopleX will have something happens because PeopleX can say. PeopleX will have something is an alternative situation to PersonX be mistaken. PeopleX will have something is an alternative situation to PersonY be mistaken.,0
moment PersonY stare at PeopleX happens before PersonY quietly close the door. moment PersonY stare at PeopleX happens before PersonY cross the room.,1
"no idea PersonX be talk about result in PersonX take the time. no idea PersonX be talk about and PersonX do not believe PersonY share significant difference regarding some property. no idea PersonX be talk about result in PersonX get angry. When no idea PersonX be talk about happens, the cardano project be bad can happen. When no idea PersonY be talk about happens, the cardano project be bad can happen.",1
no one really care about PersonX result in PeopleX can really know. no one really care about PersonX happens before PersonX be useful. no one really care about PersonX happens before PersonX think of PeopleX. PeopleX can really know is an alternative situation to PeopleY will back down.,1
one must not do wrong happens because PersonX should be. one must not do wrong happens because PersonY should be.,1
people can not see PersonX post is an alternative situation to PersonX be private. people can not see PersonX post is an alternative situation to PeopleX follow PersonX.,1
rose be very upset happens because PersonX would have a bad day at work. rose be very upset happens because PersonY would have a bad day at work. rose be very upset happens because PersonX have a bad day at work. PersonX have a bad day at work and PersonX boyfriend hear both happen.,0
school get out result in PersonX go ahead. school get out result in PersonY go ahead. school get out result in PersonY need to upgrade. PersonY barely play the game anymore happens after school get out. PersonY barely play the game anymore happens after PersonY go ahead. PersonY barely play the game anymore happens after PersonY need to upgrade.,0
should PersonY leave PersonX alone is an alternative situation to PersonZ wake up. should PersonY leave PersonX alone is an alternative situation to would PersonX prefer to find a way out hole.,1
something be not good result in PeopleX could not ask for more. something be not good result in PersonX be not completely sure. something be not good result in PersonY be not completely sure. PeopleX could not ask for more happens because PeopleX be finish.,1
species be not immutable happens because mutation can occur. species be not immutable and the acknowledged variety of species be the descendant of species share significant difference regarding some property.,1
"stop talk crap is an alternative situation to PersonX will break PersonY neck. stop talk crap is an alternative situation to PersonY will break PersonX neck. PersonX will break PersonY neck result in PersonY can watch PersonY back. When PersonY do not act better happens, PersonX will break PersonY neck can happen. When PersonY try to scare PersonX happens, PersonX will break PersonY neck can happen.",1
the charge stick result in PeopleX put a label on PersonX for trip. the charge stick result in PeopleX put a label on PersonY for trip. the charge stick result in PersonX just drop off the radar.,1
"the first thing be offer a sample happens the same time as PersonX be help other people. the first thing be offer a sample happens the same time as PersonY be help other people. When PersonX want to go happens, PersonX be help other people can happen. When PersonY will not feel bad happens, PersonX be help other people can happen. When PersonX be do fine happens, PersonX be help other people can happen.",1
the law require the victim result in a PersonX rape a PersonY. the law require the victim result in a PersonY rape a PersonX. a PersonY rape a PersonX and PersonZ have sex share significant difference regarding some property. a PersonX rape a PersonY and PersonZ have sex share significant difference regarding some property. a PersonX rape a PersonY and a PersonY want a abortion share significant difference regarding some property. a PersonX rape a PersonY and a PersonY get pregnant share significant difference regarding some property.,0
the moment of truth arrive happens the same time as the spade ace be cash. the moment of truth arrive happens the same time as south lead the singleton club. the moment of truth arrive happens the same time as PersonX shift to diamond. PeopleX will show PeopleX mettle happens the same time as the moment of truth arrive. PeopleX will show PeopleX mettle happens the same time as the moment of truth arrive for life.,1
the result be announce happens after the market close. the result be announce happens after the stock market close. demand for note remain strong happens after the auction result be announce. demand for note remain strong happens after the result be announce.,1
thing will not improve is an alternative situation to PersonX pay more attention to PersonY. thing will not improve is an alternative situation to PersonY pay more attention to PersonX.,1
whom PeopleX have speak happens because PersonX be so tall. whom PeopleX have speak happens because PersonY be so tall. whom PeopleX have speak happens because no horse could bear PersonX.,1
